student_id,course_id,instructor_id,classroom_id,timeslot_id,course_code
36630481-8344-41bc-93f7-0ceb32b3ee34,6,d3f82f56-4d74-4c26-a4c7-d20f153383cb,3,26,HI160
92d6bd59-705b-4723-9c2a-8d81fb2c117f,13,6ddac491-3bfa-420a-8098-f3c741f530b6,9,77,PHYS340
92d6bd59-705b-4723-9c2a-8d81fb2c117f,2,61b6a185-51b2-47f0-bfa2-7c6615e9e145,21,28,ENGR120
92d6bd59-705b-4723-9c2a-8d81fb2c117f,16,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,23,60,CS370
92d6bd59-705b-4723-9c2a-8d81fb2c117f,14,aec9a7a7-c8be-461b-8047-f0c97726edf1,22,24,MGMT350
d77119a1-32b0-4f4b-a4c2-97cc598ec190,18,309c4ad8-2776-4955-b1b5-8ab5409090ad,8,62,CS200
0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,18,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,21,22,CS200
0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,21,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,27,86,HI230
0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,12,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,23,12,MDIA330
0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,14,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,17,71,MGMT350
5c82cbaa-530c-4b6d-9fa7-a3e95b6c13c4,7,cff4ee54-8789-46e5-a995-15c0dea35275,5,55,BUS370
5c82cbaa-530c-4b6d-9fa7-a3e95b6c13c4,22,5922b91c-31eb-443e-b15f-acbae8cf8831,12,13,CHEM240
5c82cbaa-530c-4b6d-9fa7-a3e95b6c13c4,3,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,25,90,HI130
3d5ddb83-a96b-48b2-a693-db9e336fd14f,15,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,6,12,CHEM160
3d5ddb83-a96b-48b2-a693-db9e336fd14f,17,295c30fe-615a-4769-bade-21c7e3e975a9,14,12,PHYS380
de5f0a46-6f13-4359-a236-07d67280f05f,14,c3c774e8-72c0-43bf-8075-97856dc04866,2,76,MGMT350
8d5e429f-05a5-4f9b-9f01-122ae3e7430e,19,59424c88-808c-4285-b95a-607928e016a1,1,43,CHEM110
8d5e429f-05a5-4f9b-9f01-122ae3e7430e,11,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,15,54,HI420
f3f7e32d-46a9-492a-b064-1433a95cb57c,10,fc70f172-e0d8-4202-a83b-a8d6cc75de10,9,26,CHEM310
b832eb31-019f-4346-9b18-03771321d7be,13,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,25,38,PHYS340
b832eb31-019f-4346-9b18-03771321d7be,14,d7e101e3-1c37-4827-872a-2a9e7994aaab,6,100,MGMT350
b832eb31-019f-4346-9b18-03771321d7be,7,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,15,95,BUS370
3904bb98-5e55-47d3-87d9-30be9b6dcb82,4,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,16,67,MATH340
3904bb98-5e55-47d3-87d9-30be9b6dcb82,14,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,12,28,MGMT350
90465776-bfd3-4b52-8d4e-fcd1ff432911,3,21f1397e-1a61-401a-bc67-1e74523bf8d8,7,99,HI130
90465776-bfd3-4b52-8d4e-fcd1ff432911,13,ba2adea1-5399-4c45-9c94-9f26f726f62e,18,33,PHYS340
90465776-bfd3-4b52-8d4e-fcd1ff432911,9,fe8c95dc-f314-472c-a317-83d7bb76fbc9,8,4,ENGR300
90465776-bfd3-4b52-8d4e-fcd1ff432911,7,295c30fe-615a-4769-bade-21c7e3e975a9,8,47,BUS370
96f024b7-0cf9-40c9-a724-d97cc3ed494f,19,c0969d1b-26f7-4e83-9b27-3a4a0551f760,30,62,CHEM110
96f024b7-0cf9-40c9-a724-d97cc3ed494f,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,8,83,MGMT350
96f024b7-0cf9-40c9-a724-d97cc3ed494f,2,61b6a185-51b2-47f0-bfa2-7c6615e9e145,28,37,ENGR120
96f024b7-0cf9-40c9-a724-d97cc3ed494f,18,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,25,29,CS200
5a47f6c3-64a6-423c-ae75-e475fcd8d301,1,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,25,45,CHEM210
5a47f6c3-64a6-423c-ae75-e475fcd8d301,22,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,7,32,CHEM240
5a47f6c3-64a6-423c-ae75-e475fcd8d301,14,c3c774e8-72c0-43bf-8075-97856dc04866,20,30,MGMT350
5a47f6c3-64a6-423c-ae75-e475fcd8d301,20,55a493f1-a88a-4fe2-b666-b93388223926,28,76,MDIA220
af539537-7e58-473f-b85c-8dbd863c37e4,16,57a87455-1a19-4d48-90c9-bd9040670f85,16,56,CS370
af539537-7e58-473f-b85c-8dbd863c37e4,21,c3453dc3-772c-4d3b-b535-e058788237ed,21,95,HI230
af539537-7e58-473f-b85c-8dbd863c37e4,20,e09c188d-aea7-4cf2-9bb6-6eed739db033,15,30,MDIA220
af539537-7e58-473f-b85c-8dbd863c37e4,4,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,26,70,MATH340
4ab12d93-2052-4733-a3c9-68e612716fcc,6,2f638a13-eb24-4d61-ad54-7aaf0b822823,6,86,HI160
8338dd73-e95d-4915-bebb-1eb954f59ab3,10,0be1929c-a780-4078-9e98-6df4cf99c936,19,79,CHEM310
8338dd73-e95d-4915-bebb-1eb954f59ab3,3,fc70f172-e0d8-4202-a83b-a8d6cc75de10,10,32,HI130
8338dd73-e95d-4915-bebb-1eb954f59ab3,1,a12b297c-6ca7-436c-8318-08b5a05e1eea,18,79,CHEM210
8338dd73-e95d-4915-bebb-1eb954f59ab3,5,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,3,66,ENGR450
7155bf4b-c68d-4a85-807c-17bd544cbc70,6,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,13,24,HI160
7155bf4b-c68d-4a85-807c-17bd544cbc70,13,2086fb93-7036-4127-b46f-14b11794fd56,5,59,PHYS340
7155bf4b-c68d-4a85-807c-17bd544cbc70,7,57a87455-1a19-4d48-90c9-bd9040670f85,13,88,BUS370
bcaec460-9004-4612-b16f-e32f965aac06,21,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,9,26,HI230
7698255d-f434-4d0f-b142-fa421118e875,12,d4fba2d9-c269-4d11-82f8-e94787f74bc1,29,34,MDIA330
811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,21,80dad91e-02f0-4182-ae63-9bfe710a66b9,24,1,HI230
811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,11,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,6,29,HI420
811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,13,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,9,24,PHYS340
811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,8,21f1397e-1a61-401a-bc67-1e74523bf8d8,22,78,BUS380
811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,17,309c4ad8-2776-4955-b1b5-8ab5409090ad,29,1,PHYS380
e24e0d27-09af-404c-8d05-2dd3edb83619,2,b53f72f1-d162-4f47-a6af-c538db450833,7,96,ENGR120
e24e0d27-09af-404c-8d05-2dd3edb83619,17,295c30fe-615a-4769-bade-21c7e3e975a9,18,85,PHYS380
e24e0d27-09af-404c-8d05-2dd3edb83619,8,d4fba2d9-c269-4d11-82f8-e94787f74bc1,14,62,BUS380
cefbd465-34dd-4fce-b1f4-18fb45bf6082,6,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,3,92,HI160
cefbd465-34dd-4fce-b1f4-18fb45bf6082,3,8913dd3b-624d-4610-837e-ca0063075e6b,17,25,HI130
5643b5d9-dd9c-4a42-97e4-bc4eb8745207,18,c3c774e8-72c0-43bf-8075-97856dc04866,29,8,CS200
21bc9a71-d2ae-496e-97ee-11fce7030c3d,21,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,7,29,HI230
21bc9a71-d2ae-496e-97ee-11fce7030c3d,9,b53f72f1-d162-4f47-a6af-c538db450833,3,55,ENGR300
21bc9a71-d2ae-496e-97ee-11fce7030c3d,15,c0969d1b-26f7-4e83-9b27-3a4a0551f760,9,98,CHEM160
21bc9a71-d2ae-496e-97ee-11fce7030c3d,14,449de61b-f2b5-406f-8445-17b960996d0a,9,66,MGMT350
295e7de0-6283-4779-89ea-90bece735d16,11,b53f72f1-d162-4f47-a6af-c538db450833,25,88,HI420
7236b0ca-6f9c-42c8-87c1-2c9281195289,3,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,1,96,HI130
7236b0ca-6f9c-42c8-87c1-2c9281195289,12,309c4ad8-2776-4955-b1b5-8ab5409090ad,11,60,MDIA330
7236b0ca-6f9c-42c8-87c1-2c9281195289,21,fe8c95dc-f314-472c-a317-83d7bb76fbc9,30,9,HI230
7236b0ca-6f9c-42c8-87c1-2c9281195289,10,d3f82f56-4d74-4c26-a4c7-d20f153383cb,11,58,CHEM310
7236b0ca-6f9c-42c8-87c1-2c9281195289,20,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,30,91,MDIA220
831f38a3-0b46-4988-bbc6-3b0a13f33d30,12,8eb8ab26-579c-4927-8866-9f0cfb37824a,15,49,MDIA330
831f38a3-0b46-4988-bbc6-3b0a13f33d30,1,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,6,90,CHEM210
831f38a3-0b46-4988-bbc6-3b0a13f33d30,9,ba2adea1-5399-4c45-9c94-9f26f726f62e,18,28,ENGR300
9262401d-1aae-4c0b-900b-c00d5714989c,4,e09c188d-aea7-4cf2-9bb6-6eed739db033,22,68,MATH340
9262401d-1aae-4c0b-900b-c00d5714989c,15,79463069-f838-4edd-9438-cdc4c95e75a2,8,27,CHEM160
9262401d-1aae-4c0b-900b-c00d5714989c,12,c3c774e8-72c0-43bf-8075-97856dc04866,24,48,MDIA330
6c25e819-91d8-43b8-b5d1-6c8fa8eeb7e5,19,79463069-f838-4edd-9438-cdc4c95e75a2,14,24,CHEM110
1f4c5cac-c2dd-44c2-8929-c6f2673525b7,13,cff4ee54-8789-46e5-a995-15c0dea35275,25,29,PHYS340
1f4c5cac-c2dd-44c2-8929-c6f2673525b7,19,295c30fe-615a-4769-bade-21c7e3e975a9,29,76,CHEM110
1f4c5cac-c2dd-44c2-8929-c6f2673525b7,16,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,30,32,CS370
1f4c5cac-c2dd-44c2-8929-c6f2673525b7,22,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,14,14,CHEM240
4b76ddf5-2ab5-4d13-a7cd-0fcc18b52fcb,11,e1cf4dad-91e9-442f-857c-910eccf92228,29,59,HI420
4b76ddf5-2ab5-4d13-a7cd-0fcc18b52fcb,18,b53f72f1-d162-4f47-a6af-c538db450833,12,61,CS200
bbda7d88-b735-4169-84d9-676ae0c15fe8,20,6ddac491-3bfa-420a-8098-f3c741f530b6,11,30,MDIA220
bbda7d88-b735-4169-84d9-676ae0c15fe8,15,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,2,25,CHEM160
bbda7d88-b735-4169-84d9-676ae0c15fe8,11,449de61b-f2b5-406f-8445-17b960996d0a,6,94,HI420
bbda7d88-b735-4169-84d9-676ae0c15fe8,10,79463069-f838-4edd-9438-cdc4c95e75a2,24,90,CHEM310
bbda7d88-b735-4169-84d9-676ae0c15fe8,19,5922b91c-31eb-443e-b15f-acbae8cf8831,14,83,CHEM110
927387bb-4938-4076-8ab7-c21e7240c33f,1,d7e101e3-1c37-4827-872a-2a9e7994aaab,19,75,CHEM210
927387bb-4938-4076-8ab7-c21e7240c33f,12,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,19,2,MDIA330
71ce8ca7-d3ba-4e50-ad0d-b8ddd0c8ff6a,1,79463069-f838-4edd-9438-cdc4c95e75a2,28,90,CHEM210
71ce8ca7-d3ba-4e50-ad0d-b8ddd0c8ff6a,17,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,17,99,PHYS380
b37aa86c-c33d-4f08-92f2-3ae31e36342c,8,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,21,84,BUS380
dc07d969-87e1-4911-9866-ec0956fb98f2,5,c3453dc3-772c-4d3b-b535-e058788237ed,16,40,ENGR450
dc07d969-87e1-4911-9866-ec0956fb98f2,14,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,8,5,MGMT350
53796285-1df3-4aa3-a372-68631e657f70,7,61b6a185-51b2-47f0-bfa2-7c6615e9e145,21,72,BUS370
53796285-1df3-4aa3-a372-68631e657f70,3,d4fba2d9-c269-4d11-82f8-e94787f74bc1,7,20,HI130
53796285-1df3-4aa3-a372-68631e657f70,1,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,21,19,CHEM210
53796285-1df3-4aa3-a372-68631e657f70,15,61b6a185-51b2-47f0-bfa2-7c6615e9e145,4,42,CHEM160
53796285-1df3-4aa3-a372-68631e657f70,12,d8e46018-304b-49b7-bb5b-d128007be5bd,16,67,MDIA330
82214333-a7a5-4960-b938-4af6d8a43e16,13,72d8246e-bd38-49b2-88c7-96f11c51f1fb,30,66,PHYS340
82214333-a7a5-4960-b938-4af6d8a43e16,22,57a87455-1a19-4d48-90c9-bd9040670f85,4,60,CHEM240
3c250263-45fc-4f26-80dc-9959101015e7,7,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,11,94,BUS370
745bcdcb-9021-4800-8839-1f7a494f1881,8,c0969d1b-26f7-4e83-9b27-3a4a0551f760,24,71,BUS380
745bcdcb-9021-4800-8839-1f7a494f1881,12,2086fb93-7036-4127-b46f-14b11794fd56,14,90,MDIA330
745bcdcb-9021-4800-8839-1f7a494f1881,6,c3c774e8-72c0-43bf-8075-97856dc04866,12,92,HI160
4d4a94ec-09db-4639-a7b5-1aee4e086399,12,5922b91c-31eb-443e-b15f-acbae8cf8831,23,46,MDIA330
4d4a94ec-09db-4639-a7b5-1aee4e086399,13,449de61b-f2b5-406f-8445-17b960996d0a,4,85,PHYS340
4d4a94ec-09db-4639-a7b5-1aee4e086399,5,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,16,79,ENGR450
af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,12,449de61b-f2b5-406f-8445-17b960996d0a,1,50,MDIA330
af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,19,c0969d1b-26f7-4e83-9b27-3a4a0551f760,6,52,CHEM110
af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,22,59424c88-808c-4285-b95a-607928e016a1,22,59,CHEM240
d9c2199e-133e-44ce-afe2-191f15cbcb7e,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,17,95,MGMT350
d9c2199e-133e-44ce-afe2-191f15cbcb7e,19,57a87455-1a19-4d48-90c9-bd9040670f85,8,45,CHEM110
fa78b6d1-8ccd-41c3-b9fa-82ecf484774a,21,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,20,92,HI230
2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,9,fc70f172-e0d8-4202-a83b-a8d6cc75de10,24,86,ENGR300
2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,22,fe8c95dc-f314-472c-a317-83d7bb76fbc9,21,31,CHEM240
2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,3,d7e101e3-1c37-4827-872a-2a9e7994aaab,6,79,HI130
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,14,0be1929c-a780-4078-9e98-6df4cf99c936,22,14,MGMT350
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,7,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,2,7,BUS370
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,17,80dad91e-02f0-4182-ae63-9bfe710a66b9,29,89,PHYS380
51ecb49b-d3c2-4392-931c-f6a0dcf0acde,4,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,16,33,MATH340
662a1de2-d222-4fc1-8454-72b8b2636ed3,5,449de61b-f2b5-406f-8445-17b960996d0a,8,75,ENGR450
662a1de2-d222-4fc1-8454-72b8b2636ed3,10,59424c88-808c-4285-b95a-607928e016a1,11,55,CHEM310
662a1de2-d222-4fc1-8454-72b8b2636ed3,16,d8e46018-304b-49b7-bb5b-d128007be5bd,9,17,CS370
662a1de2-d222-4fc1-8454-72b8b2636ed3,8,6ddac491-3bfa-420a-8098-f3c741f530b6,24,98,BUS380
662a1de2-d222-4fc1-8454-72b8b2636ed3,11,c3c774e8-72c0-43bf-8075-97856dc04866,21,6,HI420
920a7025-9d24-4958-a440-b744e9262b11,12,1a544d73-a68c-4d6c-8d83-98d999716ab5,15,24,MDIA330
920a7025-9d24-4958-a440-b744e9262b11,3,cff4ee54-8789-46e5-a995-15c0dea35275,11,84,HI130
b88eb239-ac97-4e60-be6e-0862d2d4fb20,10,72d8246e-bd38-49b2-88c7-96f11c51f1fb,18,82,CHEM310
b88eb239-ac97-4e60-be6e-0862d2d4fb20,11,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,13,57,HI420
a99561a8-9e3d-41ce-95e5-903ea2363562,9,d7e101e3-1c37-4827-872a-2a9e7994aaab,24,1,ENGR300
8e30d239-40fa-46f3-819f-57a9621f57b0,16,59424c88-808c-4285-b95a-607928e016a1,25,84,CS370
8e30d239-40fa-46f3-819f-57a9621f57b0,14,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,8,74,MGMT350
8e30d239-40fa-46f3-819f-57a9621f57b0,17,55a493f1-a88a-4fe2-b666-b93388223926,16,5,PHYS380
8e30d239-40fa-46f3-819f-57a9621f57b0,11,d8e46018-304b-49b7-bb5b-d128007be5bd,26,41,HI420
8e30d239-40fa-46f3-819f-57a9621f57b0,21,2f638a13-eb24-4d61-ad54-7aaf0b822823,13,100,HI230
1c036512-e8f9-419e-8e00-4da0a8fab84f,20,72d8246e-bd38-49b2-88c7-96f11c51f1fb,22,51,MDIA220
4362f853-1e72-447a-9a6b-209789d8f352,4,a12b297c-6ca7-436c-8318-08b5a05e1eea,3,21,MATH340
4362f853-1e72-447a-9a6b-209789d8f352,7,57a87455-1a19-4d48-90c9-bd9040670f85,1,18,BUS370
4362f853-1e72-447a-9a6b-209789d8f352,14,c0969d1b-26f7-4e83-9b27-3a4a0551f760,17,23,MGMT350
94f0db9d-fc2d-4c9c-b274-33dcc8ca63e7,19,61b6a185-51b2-47f0-bfa2-7c6615e9e145,18,63,CHEM110
f70e6ed8-cc49-491f-bf5e-361ed5e3d032,21,449de61b-f2b5-406f-8445-17b960996d0a,14,54,HI230
d50e1780-9cac-4d2c-8029-19fe3333e230,9,309c4ad8-2776-4955-b1b5-8ab5409090ad,15,5,ENGR300
d50e1780-9cac-4d2c-8029-19fe3333e230,11,21f1397e-1a61-401a-bc67-1e74523bf8d8,23,13,HI420
d50e1780-9cac-4d2c-8029-19fe3333e230,1,d372a3ee-4ff5-48df-a5f2-7da725570f5e,5,40,CHEM210
d50e1780-9cac-4d2c-8029-19fe3333e230,19,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,16,15,CHEM110
5b472a51-06a8-4b5a-92db-c38508bce025,17,0eb47436-5e7e-4cba-99f5-fad4a55378c2,22,36,PHYS380
5b472a51-06a8-4b5a-92db-c38508bce025,11,309c4ad8-2776-4955-b1b5-8ab5409090ad,19,10,HI420
5b472a51-06a8-4b5a-92db-c38508bce025,2,55a493f1-a88a-4fe2-b666-b93388223926,15,35,ENGR120
7ca7e02f-c51a-4369-87ba-94028c691f81,3,d7e101e3-1c37-4827-872a-2a9e7994aaab,8,74,HI130
5a702cdb-451f-40fe-af35-811fb4a1a26d,4,e1cf4dad-91e9-442f-857c-910eccf92228,7,94,MATH340
5a702cdb-451f-40fe-af35-811fb4a1a26d,3,57a87455-1a19-4d48-90c9-bd9040670f85,16,59,HI130
7a3203b6-3c12-4b47-97a6-c674e3b4909a,22,1a544d73-a68c-4d6c-8d83-98d999716ab5,18,48,CHEM240
7a3203b6-3c12-4b47-97a6-c674e3b4909a,13,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,7,49,PHYS340
7a3203b6-3c12-4b47-97a6-c674e3b4909a,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,15,94,MGMT350
7a3203b6-3c12-4b47-97a6-c674e3b4909a,3,59424c88-808c-4285-b95a-607928e016a1,16,1,HI130
7a3203b6-3c12-4b47-97a6-c674e3b4909a,17,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,21,71,PHYS380
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,9,b53f72f1-d162-4f47-a6af-c538db450833,17,17,ENGR300
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,4,e1cf4dad-91e9-442f-857c-910eccf92228,15,88,MATH340
ce17f2c5-a5f4-4d5a-89a0-c22da5d0ed9b,2,fc70f172-e0d8-4202-a83b-a8d6cc75de10,26,67,ENGR120
0cf4feec-4892-4423-8907-4315e54d476a,1,5922b91c-31eb-443e-b15f-acbae8cf8831,26,23,CHEM210
0cf4feec-4892-4423-8907-4315e54d476a,11,a12b297c-6ca7-436c-8318-08b5a05e1eea,2,39,HI420
eae399f4-6dc9-40b1-ac2e-db7bb1c2970e,10,d3f82f56-4d74-4c26-a4c7-d20f153383cb,24,93,CHEM310
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,7,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,21,3,BUS370
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,6,6ddac491-3bfa-420a-8098-f3c741f530b6,13,59,HI160
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,18,d4fba2d9-c269-4d11-82f8-e94787f74bc1,15,31,CS200
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,19,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,2,65,CHEM110
8a88f727-8a1b-477a-a8ed-8ba3d30914b0,2,aec9a7a7-c8be-461b-8047-f0c97726edf1,2,70,ENGR120
